CGPA,GPA,Average Assignment Marks,Average Project Marks,Attendance Percentage,Class Participation Credits,Extracurricular Activities,Achievements Credits,No. of Students in Class,Rank in Class,Certifications Count,Performance
8.04,8.16,48,11,95,10,1,37,93,6,16,71.24
7.68,7.82,67,70,87,3,0,68,88,37,9,78.45
8.0,5.53,82,58,59,47,1,15,84,76,6,63.22
6.06,6.5,82,99,89,86,1,51,45,26,3,85.89
9.04,7.92,46,20,93,17,0,94,61,18,20,96.6
8.22,9.1,31,20,52,77,0,34,31,12,12,83.0
9.24,5.28,86,65,91,29,1,79,82,12,19,95.41
8.14,7.12,39,91,89,2,1,17,38,1,5,58.84
7.08,9.02,11,17,66,75,1,62,63,57,19,91.53
8.36,5.53,67,30,100,7,1,22,84,10,13,61.61
6.23,5.63,11,79,71,23,0,22,99,77,2,50.42
6.67,6.03,33,23,79,50,0,73,98,6,5,78.73
8.53,7.44,97,79,90,55,0,38,62,16,0,79.98
7.56,6.26,45,61,95,38,0,12,97,1,10,63.62
7.35,6.94,76,21,69,1,1,12,65,14,10,53.8
7.02,5.39,68,85,97,53,0,33,50,46,20,77.93
7.19,9.79,10,49,63,46,0,47,35,12,1,73.88
7.13,9.53,95,97,95,85,1,78,60,26,14,99.0
6.99,6.43,86,78,58,77,1,66,75,2,17,98.13
8.46,9.12,79,19,87,65,1,14,97,1,10,78.56
6.12,6.97,44,61,71,65,1,8,46,20,14,67.3
8.37,6.9,57,75,80,22,1,27,66,38,20,73.99
5.98,8.54,14,25,81,66,1,47,40,31,1,72.03
6.97,6.33,85,46,94,9,0,99,70,59,19,90.48
8.68,9.8,85,47,100,96,1,32,46,6,10,96.88
9.1,9.68,97,62,95,42,1,90,95,26,10,99.0
9.03,5.85,90,43,56,53,1,10,50,10,7,68.0
7.42,6.14,69,28,66,89,1,7,49,36,11,71.1
6.9,5.64,10,52,79,51,1,35,33,29,20,72.27
9.27,5.24,84,35,78,25,1,32,30,16,3,65.11
9.24,5.01,39,26,97,55,1,6,47,35,8,62.0
7.18,5.17,53,49,75,31,1,81,85,26,14,84.25
6.07,8.98,27,12,63,31,1,29,42,22,7,61.5
7.11,9.69,62,71,80,96,1,23,86,69,19,92.04
8.63,5.75,12,65,59,21,1,14,84,61,20,62.56
7.35,6.59,19,81,77,45,1,48,50,35,0,70.26
6.35,6.09,59,20,68,59,0,10,35,1,9,61.29
6.09,6.17,68,53,78,60,0,80,48,24,17,92.27
7.58,6.39,46,77,66,40,0,89,33,21,4,86.73
7.79,6.33,50,67,62,19,1,90,33,17,9,85.46
8.69,9.37,67,94,57,63,0,43,81,44,10,90.45
6.15,9.67,26,43,99,86,0,57,60,1,0,86.84
5.9,7.2,73,82,54,71,1,21,73,43,4,70.0
8.34,7.25,74,54,65,27,1,91,85,84,0,85.49
7.43,9.63,32,67,68,94,0,25,40,12,13,87.7
6.37,5.41,75,15,95,94,1,46,33,20,20,88.18
9.36,7.79,92,40,89,80,1,43,45,36,2,87.79
7.15,8.61,15,14,54,28,0,91,61,4,15,88.86
9.17,7.38,67,28,61,81,0,51,53,47,13,91.35
9.27,8.43,63,92,53,64,1,93,35,28,20,99.0
7.88,8.42,51,16,100,21,0,0,62,59,16,58.61
5.32,9.54,11,83,57,24,0,29,64,50,8,61.8
7.51,7.29,64,60,98,70,0,81,82,11,0,93.33
6.22,7.98,13,35,78,86,1,99,73,63,12,99.0
7.66,9.44,81,65,56,45,0,88,85,65,19,99.0
5.4,9.19,71,31,60,26,0,64,38,22,19,81.55
6.53,6.69,68,15,57,22,1,68,49,23,12,75.34
8.97,8.96,82,87,74,1,0,14,64,35,15,68.81
6.46,7.06,34,71,87,55,0,36,32,22,0,67.41
8.96,7.31,78,44,73,95,1,39,64,48,1,86.39
8.3,8.89,59,70,97,27,1,30,87,83,18,78.39
5.37,8.03,51,18,97,12,1,38,49,6,17,66.44
7.4,5.87,91,54,72,94,0,76,59,56,9,97.44
6.34,9.67,54,72,60,57,0,38,40,38,11,79.27
8.44,8.63,79,37,51,73,0,11,54,32,9,75.5
6.38,8.24,19,63,89,17,1,81,74,58,2,76.23
7.34,8.71,32,58,53,76,1,80,97,49,19,99.0
8.38,6.93,63,81,78,82,0,35,86,32,16,90.1
9.36,5.82,83,29,92,28,0,32,46,1,4,68.73
8.53,9.39,42,34,84,66,0,5,70,31,2,68.53
9.03,6.15,18,14,85,77,1,94,94,53,20,99.0
5.46,8.96,76,17,85,29,0,71,32,26,8,78.07
5.49,5.51,48,66,95,6,1,91,49,10,9,77.32
5.53,9.14,82,60,83,92,0,53,54,4,18,98.4
9.02,8.7,74,93,78,10,0,56,76,32,1,78.13
5.16,7.52,32,36,87,53,1,85,71,46,6,83.61
8.27,5.63,97,27,91,20,1,49,60,21,8,72.4
6.85,8.15,100,55,93,8,1,90,60,60,12,88.17
9.24,6.94,48,70,80,8,1,31,71,42,13,69.33
6.6,9.42,95,92,81,90,1,15,54,1,12,87.87
9.34,8.67,83,75,76,51,0,41,32,6,6,86.29
5.96,5.23,51,46,80,24,0,12,55,18,15,54.94
9.0,9.19,78,14,99,67,0,7,70,58,6,73.04
5.24,9.2,99,90,54,67,0,43,62,17,17,89.04
6.11,7.47,27,16,75,60,0,61,92,66,7,76.69
8.9,5.18,43,33,97,33,0,77,36,34,17,86.0
6.52,8.64,67,46,100,97,1,11,84,26,4,76.96
8.65,5.79,41,85,69,60,0,43,40,15,2,76.61
6.68,5.21,54,45,50,81,0,71,82,13,4,84.9
6.14,9.57,83,40,64,86,0,15,44,22,17,82.03
5.19,5.05,65,50,96,76,0,74,67,38,18,90.28
9.47,7.2,64,18,97,39,1,65,53,47,20,91.41
5.98,9.3,95,77,52,60,1,8,58,25,5,69.13
7.68,7.21,17,40,99,82,1,14,40,25,15,75.8
9.17,7.6,71,49,54,87,1,14,56,46,17,84.46
8.4,5.02,78,40,50,71,1,61,70,29,6,84.94
7.98,8.54,40,99,95,47,0,92,46,44,3,95.54
5.37,8.42,46,87,81,50,1,99,44,11,18,99.0
8.81,9.52,40,21,59,7,1,20,30,9,8,62.7
6.26,9.14,91,87,74,98,0,46,55,4,19,99.0
6.19,6.71,60,48,90,49,1,22,69,11,9,66.94
8.97,6.43,47,64,68,28,0,86,45,34,4,85.15
8.74,5.51,14,50,72,41,1,48,56,14,1,69.73
7.3,5.13,67,62,69,41,1,86,94,81,4,83.15
8.51,6.49,37,39,95,18,0,45,87,75,1,63.88
5.37,7.54,61,70,69,29,0,25,70,52,7,60.2
7.43,9.63,27,37,78,43,1,59,97,32,8,83.07
8.83,6.13,54,51,58,77,0,82,79,30,4,95.02
5.57,9.73,99,18,94,100,1,31,73,22,14,90.27
7.43,6.35,65,91,54,93,0,92,35,33,20,99.0
8.26,6.18,24,62,52,20,0,24,40,16,1,55.95
5.01,6.35,14,100,53,11,1,20,94,1,1,48.27
6.99,5.28,74,86,52,99,1,80,52,33,18,99.0
9.19,7.42,28,61,82,37,1,82,96,88,1,85.97
8.37,5.51,79,65,87,91,1,53,36,13,17,97.33
5.83,6.29,33,64,51,23,0,18,65,36,18,58.54
5.91,7.31,100,74,71,95,1,34,100,22,17,90.91
6.06,7.83,95,88,68,27,1,48,58,46,10,75.67
5.31,8.46,47,36,93,16,0,19,100,91,10,55.52
5.89,6.83,55,97,71,55,1,51,54,6,9,80.55
8.66,8.59,69,86,87,44,0,61,92,33,11,92.4
8.44,6.52,10,89,54,56,1,25,31,21,12,73.07
7.31,9.31,10,34,97,24,1,90,98,28,14,91.38
9.35,5.73,18,19,59,32,1,40,84,3,19,74.91
8.59,6.02,31,60,57,5,0,81,93,25,3,75.04
9.25,6.4,78,72,98,14,0,1,31,10,6,58.22
8.52,5.38,69,26,81,51,1,39,96,19,4,72.41
8.64,8.97,100,48,53,59,1,23,63,36,15,83.67
6.24,8.45,47,41,54,79,0,30,53,16,17,81.48
7.91,7.09,67,25,95,64,1,96,69,66,1,94.35
7.91,8.17,77,58,92,41,1,5,70,24,13,69.66
9.18,6.25,47,16,73,66,1,35,57,1,0,73.84
9.45,7.7,93,20,56,1,1,29,88,62,13,67.37
5.16,6.69,55,67,84,90,0,97,80,32,20,99.0
5.87,5.49,56,43,99,52,0,11,47,39,14,60.65
9.29,8.25,80,18,98,66,1,40,53,17,11,88.46
8.9,9.32,92,30,58,96,0,54,64,42,20,99.0
7.5,7.89,14,91,76,40,0,19,50,8,18,72.94
5.59,6.06,22,43,65,92,0,1,97,77,16,64.95
9.24,5.27,75,62,71,35,1,76,43,21,1,83.13
6.67,7.48,63,54,89,45,1,25,90,45,5,67.14
8.36,8.19,33,84,57,92,1,98,94,47,6,99.0
5.84,7.93,63,82,57,11,1,91,85,41,16,87.95
9.32,7.84,61,46,79,16,1,68,86,74,15,86.03
8.27,6.41,80,28,72,85,1,4,66,63,3,67.58
8.61,6.08,86,79,58,33,0,20,76,1,16,73.27
7.59,8.31,86,86,55,78,0,79,75,33,19,99.0
7.84,8.17,92,15,96,45,1,74,59,35,19,95.92
8.91,6.33,52,38,86,78,0,49,86,9,4,84.98
5.35,9.22,89,96,94,22,0,5,53,4,19,67.79
7.99,6.34,62,28,73,93,0,67,62,7,4,92.29
9.19,8.8,43,29,64,15,1,67,59,35,17,85.97
6.24,6.76,33,18,62,12,0,1,89,10,13,47.56
5.62,7.01,19,77,90,44,1,69,69,4,10,81.67
6.99,7.69,67,31,98,2,1,82,35,34,20,84.2
7.44,8.83,28,21,71,42,0,98,94,85,0,87.25
9.41,7.5,56,56,89,13,1,60,49,30,9,80.07
7.59,8.68,43,79,98,31,0,26,37,22,17,75.25
8.21,8.34,92,50,81,46,1,78,92,23,17,99.0
5.7,5.31,31,35,83,53,1,45,69,33,9,68.14
7.2,6.97,69,81,76,53,1,4,79,43,19,71.25
9.22,6.5,21,89,90,73,0,28,37,19,9,80.52
8.98,9.64,34,64,83,96,0,28,90,61,20,96.42
9.44,6.45,26,58,53,1,1,95,96,28,1,80.74
8.66,7.31,63,42,69,12,0,62,77,73,13,77.82
5.42,8.8,23,65,70,80,0,89,43,20,11,98.23
8.69,5.34,41,21,55,70,1,79,78,65,3,86.08
5.63,8.57,21,35,71,83,0,7,87,64,3,62.58
6.73,8.57,65,89,63,62,0,10,54,33,2,67.21
6.07,8.34,88,31,71,95,1,71,66,47,10,97.59
7.0,5.19,14,26,88,18,1,17,33,5,5,49.71
9.28,6.3,70,31,92,94,0,66,38,7,13,99.0
7.67,8.14,64,68,67,74,1,76,33,12,2,94.98
6.44,5.79,66,99,74,32,1,51,43,24,0,68.94
9.3,7.45,88,25,59,35,1,83,30,26,20,97.56
9.32,9.75,68,92,54,91,0,33,35,13,3,92.44
8.09,6.67,83,21,89,49,0,10,65,28,5,63.4
6.18,9.34,45,92,64,8,1,8,95,21,9,57.93
9.44,7.49,79,96,67,15,1,2,94,86,2,58.61
7.38,6.55,29,18,73,33,0,42,84,24,18,72.1
5.94,7.29,97,19,74,75,1,19,52,40,0,66.0
5.13,8.7,100,65,93,41,0,6,59,41,11,63.67
5.88,8.3,27,93,59,98,1,71,31,17,1,92.83
5.32,7.46,26,77,69,80,1,64,78,17,11,88.62
7.8,9.55,93,83,64,43,0,64,34,32,8,90.26
6.02,6.84,83,95,76,68,0,44,86,17,7,81.6
9.18,8.75,94,91,51,40,0,95,35,32,14,99.0
5.99,7.74,22,22,58,28,0,14,55,37,11,54.15
6.3,7.08,67,77,60,53,0,30,50,20,18,76.78
5.59,6.52,55,47,82,0,1,68,87,67,5,64.84
9.49,6.03,42,44,70,45,1,44,30,5,9,78.23
5.12,5.52,73,63,100,84,0,77,80,3,3,88.76
7.77,8.66,40,63,90,70,0,10,57,35,9,73.42
7.82,7.9,18,83,60,58,1,95,99,17,4,97.02
7.91,9.41,97,81,93,70,0,25,56,39,17,89.93
7.83,6.97,76,65,84,43,1,66,92,70,4,83.17
5.96,7.04,80,28,71,12,1,99,97,47,0,78.73
9.07,8.43,10,40,55,15,0,56,87,39,2,70.72
6.08,5.65,63,66,62,75,1,75,64,32,17,93.56
7.2,9.74,80,99,79,95,0,39,66,27,19,99.0
7.49,8.25,97,85,50,57,1,84,71,6,15,99.0
8.93,7.82,52,25,52,26,1,25,95,95,11,66.54
8.41,5.27,59,21,60,22,0,27,58,20,1,56.12
6.78,5.94,13,46,79,62,1,100,100,61,6,91.14
8.68,6.93,97,86,61,100,0,9,54,22,5,81.72
5.18,7.37,53,49,52,88,1,58,45,19,13,87.74
8.49,8.79,51,49,81,72,1,25,79,14,13,84.7
6.44,7.87,30,10,66,77,0,49,36,30,19,83.98
7.2,8.8,28,72,50,75,0,95,38,25,3,98.54
5.3,6.57,89,42,72,0,1,68,57,25,1,64.48
5.62,7.33,15,69,62,71,1,24,80,27,10,70.25
8.69,8.06,41,39,99,91,0,27,92,3,11,87.19
5.45,7.1,28,57,73,76,1,58,41,10,11,83.99
5.15,7.49,59,14,57,81,0,75,83,52,0,82.16
5.21,8.32,19,70,52,90,1,22,39,3,9,75.27
8.07,5.37,14,92,78,41,1,66,54,15,11,82.73
7.53,8.21,14,95,55,64,0,66,43,16,10,90.64
8.26,5.1,20,59,53,98,1,44,97,77,19,89.0
9.31,7.66,19,33,55,50,0,71,82,38,13,89.86
8.52,7.18,57,50,58,91,1,30,78,33,3,81.31
7.36,6.18,73,66,52,14,1,83,39,4,10,83.18
7.68,6.63,70,16,82,45,1,20,34,16,9,66.09
7.83,6.06,41,97,54,58,1,23,86,65,2,67.26
8.2,9.13,74,72,68,86,1,10,100,25,8,82.34
6.56,7.17,57,86,79,75,0,21,97,90,5,71.76
7.43,9.24,37,41,99,47,1,98,70,61,10,98.49
6.88,7.27,46,88,54,87,0,95,40,33,19,99.0
8.31,5.74,28,96,62,52,0,55,58,16,16,85.64
8.53,9.76,25,63,73,39,0,62,91,88,20,91.86
5.76,9.13,62,13,56,4,1,90,60,5,2,76.71
8.23,6.29,10,53,94,55,0,41,42,42,13,75.8
6.54,5.07,26,77,93,67,0,49,78,48,4,73.7
6.42,5.15,77,54,76,57,1,4,32,3,12,62.78
5.73,6.91,88,73,81,17,1,16,61,6,14,62.39
9.27,6.02,27,29,94,96,0,57,73,71,9,90.9
9.46,8.37,83,69,90,20,0,29,87,22,1,71.33
8.12,8.63,51,48,75,22,1,99,44,13,12,96.38
8.71,9.2,12,95,89,3,1,54,85,46,19,82.6
8.05,9.58,25,28,54,48,0,51,81,67,9,79.82
9.26,8.29,58,61,54,73,0,81,30,15,12,99.0
8.88,8.65,43,98,69,59,1,49,78,47,2,85.71
5.27,9.04,33,92,99,18,0,59,57,9,18,80.86
8.77,6.37,43,19,93,89,1,58,67,23,20,97.8
8.06,8.61,37,13,83,78,0,68,99,31,7,92.52
7.76,7.72,28,76,81,21,0,78,31,12,8,83.51
9.38,6.81,77,89,56,38,1,35,42,24,1,73.83
7.17,5.0,56,47,52,68,1,26,58,50,19,73.78
5.1,9.55,43,45,61,22,1,87,48,40,16,86.02
5.53,9.47,33,78,89,99,1,7,59,20,18,82.4
5.25,9.24,25,72,81,1,0,92,72,56,19,85.06
5.29,6.0,39,45,60,53,0,10,40,26,19,60.9
5.56,9.33,62,93,67,74,0,88,37,6,19,99.0
8.83,9.49,73,18,64,91,1,100,96,73,17,99.0
5.14,5.07,90,36,68,61,0,68,53,51,11,79.05
7.02,9.62,83,51,85,94,1,94,82,14,15,99.0
7.26,9.59,61,16,86,50,0,83,58,37,19,98.7
8.88,9.57,42,74,74,1,1,3,47,28,17,63.89
5.63,7.77,45,49,51,93,1,2,32,26,2,63.18
6.88,8.18,49,32,88,1,0,100,46,15,11,85.78
7.55,9.26,72,48,62,51,1,26,39,17,0,71.22
5.85,7.79,18,86,65,40,1,80,48,46,12,84.9
6.91,8.91,58,50,84,77,0,92,67,27,14,99.0
8.29,5.67,19,100,50,36,0,25,91,28,6,64.43
6.47,8.95,82,76,98,77,0,88,74,68,13,99.0
8.56,7.37,41,42,57,2,0,54,88,43,20,75.63
5.53,7.7,80,92,97,6,0,56,43,38,12,72.52
5.52,6.9,57,10,55,7,1,45,34,6,1,55.01
8.66,8.85,33,32,94,5,1,18,58,12,18,67.24
8.66,5.08,62,94,90,46,1,79,93,84,14,93.16
8.15,6.65,54,69,96,51,1,43,84,56,0,74.39
7.92,9.04,86,24,60,90,1,71,32,11,0,96.73
6.31,5.59,51,36,58,47,1,100,78,39,3,85.32
7.94,9.48,35,59,61,78,0,63,37,6,4,93.02
5.91,5.82,49,39,50,2,1,14,32,20,3,42.63
5.87,7.47,79,61,60,73,1,58,98,7,11,88.67
8.57,8.2,84,17,91,65,0,55,96,27,17,94.51
9.04,9.54,52,28,54,26,0,81,89,9,17,95.71
5.69,6.53,84,66,63,53,1,30,63,31,19,75.56
6.78,5.69,21,12,94,77,1,62,78,77,16,84.16
5.61,5.71,57,69,81,74,0,92,50,19,11,95.32
9.0,8.71,69,99,66,36,1,85,51,22,18,99.0
6.14,5.09,71,78,92,61,0,5,39,24,2,57.57
5.61,9.23,57,57,74,37,0,72,41,4,14,87.58
6.29,8.56,63,93,93,68,1,53,90,39,5,86.89
5.8,9.47,58,15,74,95,1,18,70,11,20,84.49
5.82,5.9,99,15,86,19,0,13,99,63,19,57.8
5.46,9.74,71,56,81,64,1,77,87,35,9,94.68
5.55,7.22,88,54,67,84,0,27,81,31,16,80.82
8.03,7.24,45,22,72,62,1,47,67,51,1,75.02
9.43,7.11,83,54,96,60,1,71,92,44,17,99.0
8.84,8.56,27,94,80,69,1,63,48,8,16,99.0
7.18,8.64,63,92,99,14,0,97,75,49,12,94.56
6.32,7.36,66,42,59,78,1,3,84,75,1,61.21
6.29,8.29,59,19,89,90,1,37,92,3,10,84.57
5.48,7.15,22,30,52,91,0,90,87,20,1,90.12
5.25,7.3,19,51,63,17,0,52,94,21,8,63.8
5.85,9.55,84,68,58,45,0,17,45,30,20,74.87
6.28,7.81,79,84,74,33,0,63,76,3,6,81.18
7.07,7.05,63,39,87,93,1,57,90,38,0,86.73
5.78,7.54,68,95,80,0,1,33,100,100,8,59.92
8.69,8.59,40,39,88,54,1,36,59,3,5,79.08
8.28,8.13,23,22,60,18,0,76,57,13,20,86.51
9.05,6.17,69,32,63,5,0,2,56,39,20,57.53
5.11,7.97,14,56,62,75,0,100,84,54,14,98.17
7.15,8.18,56,45,67,1,1,67,94,47,3,70.85
6.29,8.76,15,67,93,3,1,76,91,90,0,70.32
5.78,7.93,85,55,99,16,1,81,39,5,3,80.53
9.26,5.97,41,96,72,6,1,51,76,46,17,77.21
9.24,6.48,26,26,64,82,1,57,76,59,20,94.1
9.46,8.99,56,37,82,45,0,60,36,27,0,83.52
6.78,6.86,16,22,66,79,1,97,48,2,4,94.63
7.47,7.69,53,94,91,36,0,62,80,23,2,80.91
7.77,7.65,50,99,90,65,0,64,88,61,1,87.78
6.8,9.45,44,79,92,21,0,34,84,53,3,67.21
8.09,8.36,24,17,99,83,0,44,46,9,20,92.36
7.06,8.71,30,52,93,24,0,58,59,32,14,79.3
6.53,7.65,73,18,54,68,1,50,80,44,0,75.63
6.36,6.93,64,47,80,93,1,78,93,20,10,98.68
7.0,8.91,99,97,50,72,0,95,54,2,16,99.0
5.56,6.52,65,64,68,44,0,58,46,31,8,74.6
7.81,8.19,93,15,79,76,0,47,75,68,5,84.07
9.22,6.68,99,80,72,57,1,29,88,52,18,86.57
8.34,6.58,97,39,85,96,0,56,80,47,11,96.55
7.51,6.83,88,93,83,64,1,49,33,26,4,83.75
7.96,5.99,96,71,57,76,0,3,87,8,11,73.07
6.12,5.34,86,78,57,9,1,63,60,24,4,67.83
8.15,5.15,44,22,57,25,1,6,78,70,13,53.15
8.78,9.12,53,95,78,32,0,54,96,60,18,90.67
6.58,5.71,94,36,55,8,1,100,55,2,6,82.39
7.72,5.79,94,13,69,76,0,66,75,1,15,93.39
6.67,9.64,20,73,57,52,1,23,37,3,14,75.78
6.93,9.04,17,86,88,69,1,90,78,63,19,99.0
8.83,5.65,85,29,89,64,0,41,41,2,4,79.03
8.24,5.62,95,98,68,99,1,29,37,15,18,93.61
7.4,9.01,20,28,80,10,0,65,72,59,13,75.7
5.5,7.92,16,55,70,46,0,85,40,23,10,84.94
7.42,7.31,54,74,85,9,0,21,87,62,16,63.95
6.65,5.87,62,18,95,0,0,82,77,16,9,73.38
6.34,6.27,27,76,66,29,1,81,47,6,15,84.67
6.1,9.5,51,33,81,91,1,72,74,61,8,95.99
6.29,6.09,34,42,77,72,1,1,41,16,10,61.38
6.85,9.49,49,69,60,30,1,53,80,53,4,75.82
9.23,6.49,37,87,74,49,1,66,67,67,12,89.35
6.96,5.48,78,30,63,68,0,90,34,13,5,90.74
7.49,5.8,52,17,58,88,1,86,64,9,17,99.0
7.03,6.86,18,45,61,65,1,28,56,23,8,69.96
5.44,8.08,26,39,96,45,1,8,41,10,20,65.14
7.95,5.59,19,35,51,40,1,62,85,7,18,81.12
7.18,7.84,17,80,77,22,0,6,30,3,11,58.81
5.03,8.51,26,13,66,54,1,55,85,69,13,75.54
8.34,8.75,49,24,82,100,1,68,68,50,19,99.0
6.69,7.8,52,15,90,41,0,12,49,40,7,58.61
9.31,9.09,76,28,51,88,1,66,38,7,14,99.0
8.3,6.5,72,47,86,83,1,98,81,26,16,99.0
9.4,8.92,93,32,68,88,1,17,94,72,6,83.89
9.28,8.47,34,14,97,75,0,65,32,30,13,95.44
9.37,5.7,88,79,61,71,0,2,100,57,10,72.63
5.25,9.73,97,47,78,50,1,50,56,20,17,86.71
5.95,9.37,45,63,68,89,0,79,86,44,19,99.0
5.68,8.58,50,28,97,22,0,10,70,53,2,50.74
6.98,8.04,98,83,66,58,1,48,48,48,10,85.13
6.69,7.09,19,16,68,68,1,78,45,13,3,84.06
6.39,5.77,42,95,72,16,0,29,98,69,2,55.25
8.47,6.32,77,67,76,62,1,22,83,35,5,73.82
7.0,6.89,56,93,63,71,1,91,52,52,12,99.0
5.94,5.57,88,95,72,59,0,42,73,33,6,74.87
5.86,7.63,14,87,51,59,1,78,55,2,8,88.13
8.76,8.0,85,63,89,9,1,50,76,65,15,80.01
9.32,5.84,20,13,80,64,1,66,32,5,16,90.67
8.32,8.08,16,79,52,23,0,15,63,27,20,68.51
6.21,7.13,29,49,63,41,1,60,30,12,16,79.56
5.18,7.02,70,32,79,84,0,34,66,34,6,73.88
6.05,8.16,67,53,95,68,0,16,68,4,4,69.95
8.92,7.86,89,33,67,95,0,20,62,19,4,82.75
6.89,8.43,48,39,62,27,1,91,41,19,6,86.25
9.49,7.07,20,83,88,32,1,38,97,9,1,72.59
5.67,5.54,58,94,85,42,0,64,60,42,13,79.46
6.38,6.73,24,88,93,86,1,91,38,36,15,99.0
7.94,9.24,31,53,66,93,1,25,98,81,17,88.16
6.54,6.14,28,82,97,25,0,29,68,4,3,60.08
8.64,9.08,95,92,60,81,1,97,39,38,4,99.0
5.82,9.12,99,26,67,44,0,68,97,76,10,84.5
7.64,9.54,29,95,89,13,0,56,32,23,18,83.35
6.59,8.21,92,16,70,16,0,65,56,14,18,81.56
5.77,5.31,81,25,91,70,1,59,89,25,5,78.75
9.25,7.8,43,89,98,97,1,47,75,34,5,96.1
8.91,5.89,73,25,55,56,1,13,56,29,18,72.44
6.63,5.46,44,30,63,96,0,1,54,21,10,65.59
6.36,8.67,44,67,69,56,0,30,67,14,10,75.08
6.9,5.48,64,86,97,44,1,57,47,20,11,80.88
8.17,6.64,28,22,60,42,1,23,72,29,15,67.91
7.01,8.71,47,64,57,4,0,95,54,20,10,86.23
5.74,9.09,11,74,64,58,0,13,55,55,2,60.28
8.7,6.11,26,76,88,1,1,50,71,60,9,67.72
5.46,7.84,47,47,58,54,1,83,46,31,16,90.61
6.95,8.58,20,58,59,20,1,31,75,3,0,60.78
8.68,7.76,29,52,78,100,0,57,82,28,3,93.38
7.05,9.23,36,98,73,80,1,49,45,5,14,95.25
6.48,6.39,59,53,88,9,1,64,59,22,8,71.21
5.59,8.47,27,15,93,29,1,79,76,18,3,76.54
5.86,5.92,20,59,72,35,0,59,98,88,15,72.38
9.26,7.81,85,96,71,96,0,19,92,12,7,89.61
7.01,7.06,16,23,51,72,1,17,37,16,4,63.84
7.2,7.8,67,13,80,73,1,17,89,15,19,78.95
6.22,7.72,14,61,58,95,0,24,83,80,3,71.42
6.93,8.65,82,87,89,90,0,20,59,3,7,84.6
5.16,7.14,100,95,67,73,0,39,53,17,17,85.54
8.38,9.29,69,24,79,46,0,53,100,10,6,84.26
5.04,5.9,79,62,90,77,0,0,90,76,5,59.05
8.98,9.56,62,37,69,54,1,82,83,75,19,99.0
9.42,7.97,28,73,57,77,0,81,91,78,2,97.05
9.07,6.63,84,63,78,33,0,44,55,1,19,85.26
5.35,8.89,88,12,58,62,1,97,64,7,4,94.68
5.63,7.73,75,91,89,10,1,90,52,29,11,86.09
7.83,5.03,33,46,98,52,1,37,31,14,14,74.0
5.35,7.73,39,33,88,21,0,31,95,93,16,61.86
8.03,7.35,62,31,83,36,1,61,93,8,2,78.45
5.98,6.57,63,21,91,83,0,36,44,26,10,76.68
7.39,7.34,11,53,52,79,0,43,68,42,3,76.36
7.66,7.91,29,92,86,18,1,26,56,43,9,65.8
9.3,5.7,77,89,76,20,1,26,62,56,14,70.89
5.31,7.94,18,80,89,63,0,89,82,34,14,95.3
9.13,9.61,70,35,62,14,0,21,83,60,16,71.5
6.63,5.07,63,28,67,15,1,14,84,21,7,50.19
9.36,9.78,44,80,65,93,1,40,94,34,16,99.0
8.13,8.95,41,78,62,93,0,6,97,2,14,83.48
5.55,9.15,48,17,93,74,0,64,41,36,8,85.44
7.43,5.86,57,90,75,72,0,80,57,12,3,92.5
7.53,5.37,31,14,75,77,0,91,36,14,12,94.61
5.99,9.17,49,89,76,34,0,41,38,8,5,73.0
9.36,9.45,24,13,53,2,1,39,100,92,4,63.66
5.2,6.81,34,19,60,16,1,11,78,77,1,41.17
6.41,8.18,30,66,98,15,0,98,57,21,13,89.73
8.59,9.15,24,47,99,9,1,82,64,30,17,90.71
6.14,5.31,94,53,63,74,0,39,66,2,6,75.86
8.19,7.09,65,87,56,88,1,1,48,8,7,75.14
5.81,6.15,98,88,74,56,0,4,44,18,15,66.87
5.88,7.39,82,22,72,54,1,53,64,31,19,83.47
6.69,9.58,46,62,63,22,0,4,53,42,15,60.87
8.09,5.38,15,98,90,32,1,47,55,14,6,72.06
5.65,8.38,33,70,90,71,1,46,77,51,13,83.36
5.5,5.75,82,52,100,9,0,69,61,25,7,70.03
7.24,9.46,99,60,76,6,1,56,71,46,15,81.42
6.26,8.01,62,69,50,74,1,85,84,40,8,96.77
7.06,9.7,16,31,95,42,0,13,82,74,7,62.53
6.09,5.5,86,12,97,39,0,80,86,24,14,83.95
5.5,8.04,57,42,98,99,1,15,52,28,2,72.42
7.12,7.5,69,36,85,33,1,62,88,27,9,80.3
8.16,7.52,15,72,75,97,1,24,65,6,18,89.02
7.28,6.43,82,100,64,83,1,67,83,43,5,94.06
9.17,8.63,36,28,80,87,1,81,46,12,5,99.0
8.55,7.61,17,99,61,82,0,33,83,34,3,81.31
8.66,7.1,16,61,74,61,0,32,71,34,12,77.78
8.25,5.54,71,13,72,31,0,91,74,46,5,83.41
7.94,5.62,43,21,89,25,0,44,43,39,18,70.39
8.98,7.04,12,52,72,96,0,79,97,81,11,99.0
6.65,5.21,32,22,54,96,0,67,63,28,5,83.99
7.09,9.31,80,19,87,38,0,73,41,35,18,91.59
8.57,9.5,29,42,58,23,1,32,59,29,7,69.79
7.16,7.89,74,65,52,8,1,13,85,36,0,53.31
7.72,7.06,31,89,74,45,0,12,37,15,19,71.34
9.07,9.46,82,81,66,95,0,67,52,3,2,99.0
7.74,8.05,83,28,70,48,1,29,60,32,3,70.71
